RecipeName,Calories,Protein,Carbohydrates,Fat,Ingredients,Instructions,DietType
Tok Dal Recipe (Bengali Style Masoor Dal),277.3927,13.2459,32.5089,10.3791,"salt,mustard oil,bay leaf (tej patta),dry red chilli,masoor dal,mango tender,panch phoran masala,turmeric powder,green chillies","To begin making the Tok Dal recipe, peel and slice the mangoes, along with the seed if possible.
Wash and soak masoor dal for half an hour.Pressure cook mango, dal, turmeric and slit green chillies together till the dal is cooked.
Mangoes should still hold the shape and not be overcooked.Once the cooker is cooled, open the lid and mash just the dal a little.In a heavy bottomed pan, heat the mustard oil.
Add bay leaf, paanch phoran and red chilly to it.
Let it crackle.Add the cooked dal and 1/2 cup water to the tempering.Add salt to taste and boil till the dal thickens.Once it is done, switch off the stove an it is ready to be served.Tangy, creamy and light, Tok dal goes best with steamed rice and a dollop of ghee.",Unknown
Spicy Quinoa Upma Recipe,242.4086,8.9855,31.6707,8.2592,"tomato,salt,ginger,green peas (matar),virgin olive oil,quinoa organic,curry leaves,coriander (dhania) leaves,onion,cumin seeds (jeera),turmeric powder,green chillies","To begin with Spicy Quinoa and Oats Upma Recipe, dry roast the quinoa in a large pan for about 3 to 5 minutes on medium heat.
Once they get a roasted aroma, set them aside.In the same heavy bottomed pan, add a tablespoon of olive oil on medium-low heat,  once the oil is hot, add ginger, cumin seeds, curry leaves and green chilies.
When the cumin seeds begin to sizzle, add onions and saute it until the onions turn translucent and become soft.Add the turmeric powder, tomatoes and peas to the onions and saute it for a couple of minutes.
Sprinkle salt according to your taste and pour in 2 cups of water to the tomato onion mixture and bring the water to a brisk boil.
Once the water is boiling, add the roasted quinoa and allow them cook for about 4-6 minutes on medium heat.
Stir gently on low heat to get rid of any lumps.
Cover the Quinoa upma with a lid and allow it cook for another 10 minutes until all the water is absorbed and the quinoa is cooked.After 10 minutes, turn off the heat and garnish the Spicy Quinoa Upma with chopped coriander leaves.
You can optionally sprinkle some lemon juice and serve warm.Serve the Quinoa Upma along with Coconut Chutney, a glass of Green Apple Spinach Juice for a wholesome breakfast.",Unknown
Achari Paneer Masala Recipe,154.8394,8.0854,4.1502,12.1447,"tomato,salt,kalonji (onion nigella seeds),green chilli,mustard oil,asafoetida (hing),paneer,fennel seeds (saunf),mustard seeds,kashmiri dry red chillies,coriander (dhania) seeds,onion,methi seeds (fenugreek seeds),cumin seeds (jeera),cashews,green bell pepper (capsicum)","To begin making the Achari Paneer Masala Recipe, firstly soak the cashews in hot water for about 15-20 minutes.Dry roast the ingredients listed under masala which includes coriander seeds, fennel seeds, mustard seeds, methi seeds, Kashmiri dry red chillies, Kalonji, cumin seeds on low flame for about 5-10 minutes till the spices release their aroma.Let them cool and grind to a powder using a mixer grinder.Puree the green capsicum, cashews and tomatoes together and set aside.Heat the mustard oil to its smoking point in a heavy bottomed pan.
Add green chillies, asafoetida and saute for 10-15 seconds.After 10 to 15 seconds, add in the chopped onions and cook till they turn slightly golden brown.Once the onions are brown, add the powdered masalas and roast together for about 15 -20 seconds.Spoon in the pureed tomato and capsicum and cook till the gravy thickens and the oil separates and starts floating on the sides.
This will take about 5 to 7 minutes.After 5 to 7 minutes, add the paneer and cook for just 2 minutes till the Achari Paneer Masala comes up to the temperature of the gravy.
Once done, check the salt and seasonings and adjust according to taste.Turn off the heat and transfer the Achari Paneer Masala to a serving bowl and serve hot.Serve Achari Paneer Masala Recipe along with Phulka or Jeera Rice, Dal Fry, and Boondi Raita for a weekend meal.",Unknown
Steamed Cauliflower Curry Recipe (Healthy Stir Fry),76.7562,2.0156,1.9031,6.6625,"salt,cauliflower (gobi),curry leaves,cumin seeds (jeera),black pepper powder,sunflower oil","To begin making the Steamed Cauliflower Curry Recipe, we will first steam the cauliflower.
You can use a steamer or a pressure cooker to steam it.If you use a pressure cooker, place the florets in the pressure cooker, sprinkle some salt, add a tablespoon of water and cover the cooker.
Place the weight on and pressure cooker for just one whistle.
As soon as you hear one whistle, turn off the heat and release the pressure immediately by placing the cooker under running cold water.
This will release the pressure immediately and stop the cooking process immediately.
Open the cooker and you will notice the cauliflower is lightly steamed and is also firm.
This is exactly the texture we want for the cauliflower curry.
Our next step is to season the cauliflower curry to give it taste.
Here is where you can experiment with your spices, but I am keeping it simple.
Heat a teaspoon of oil in a wok or a kadai; add the cumin seeds, curry leaves and allow it to crackle.
Stir in the black pepper powder and finally the steamed cauliflower and stir fry it until the cauliflower gets well coated with the pepper and cumin.
After about a minute turn off the heat.Transfer the Steamed Cauliflower Curry to a serving bowl and serve it for a quick weeknight dinner or pack it into your lunch boxes.Serve Steamed Cauliflower Curry along with Boondi Raita and Phulka for a weekday lunch or dinner.",Unknown
Matar Kachori Recipe,403.287,13.1735,55.9573,13.5095,"salt,wheat flour,ginger,kalonji (onion nigella seeds),amchur (dry mango powder),ghee,fennel seeds (saunf),mustard oil,chaat masala powder,green peas (matar),cloves garlic,red chilli powder,gram flour (besan),turmeric powder,green chillies,garam masala powder","To begin making the Matar Kachori, we will first make the dough.
In a mixing bowl, add the flour, ghee and salt.
Combine to make a coarse crumb mixture.Add little water at a time to make a soft smooth dough.
Cover the kachori dough and allow the dough to rest for 15 minutes.
Keep it aside.To make the matar kachori filling, add the green peas,ginger, garlic, green chilli in a blender and blend to make a coarse mixture.
Heat a teaspoon of mustard oil in a heavy bottomed pan; add the fennel seeds and kalonji and saute for two seconds.Add the matar kachori mixture, chilli powder, garam masla, amchur powder, chaat masala powder, salt to taste and saute till all the ingredients are well combined.Once done, turn off the heat and allow the matar kachori mixture to cool completely.Finally, to make the Matar Kachori roll the dough into 2 inch circles.
Add the kachori mixture in the center and bring edges together & form a ball.Press down to make a disc and make all the kachoris like this.
Heat the required oil in a heavy bottomed pan to fry the kachoris.
Add the kachoris and fry till they turn golden brown on both sides.Once it is done, take them out on a kitchen towel so that it absorbs the excess oil and serve Matar Kachori hot.Serve this delicious and tasty Matar Kachori with Tamarind Chutney or Dhaniya Pudina Chutney and a hot cup of Masala Chai or your evening snacks, as an Indian appetizer for potluck and as starters for dinner parties.",Unknown
Methi Turai Ki Sabzi (Fenugreek Leaves And Ridge Gourd Stir Fry),59.3726,1.3674,2.5401,4.7834,"green chillies,methi leaves (fenugreek leaves),cloves garlic,lemon,dry red chillies,onion,cumin seeds (jeera),coriander powder,turmeric powder,ridge gourd (turai peerkangai) cubes,garam masala powder,sunflower oil","To begin making the Methi Turai Ki Sabzi, warm the oil in a heavy bottom pan or kadhai.
Add the cumin seeds and broken red chilies to it and allow them to crackle.Next, add the finely sliced onions and saute them until pink, soft, almost translucent.Then, add coarsely crushed garlic, green chilies, turmeric powder and coriander powder and saute it all together for a minute or two.To this, add the cubed ridge gourd and toss on high heat for 3-4 minutes.
The ridge gourd will release water, cover and cook for 3-4 minutes more on medium heat, till it is soft and cooked through.When done, uncover the kadhai, add the methi leaves, garam masala powder, lemon juice, salt and mix well once again.Cook this together for 3-4 minutes again on a high heat until all the water released by methi and ridge gourd dries up.At this stage, leave the sabzi uncovered, so that the vegetables can dry up completely leaving you with a dry sabzi.
Check the salt and spices in the end and adjust to suit your taste.
Turn off the heat, transfer to a serving bowl and serve warm.Serve Methi Turai Ki Sabzi along with hot salad for a quick lunch or a weeknight dinner.",Unknown
Tandoori Aloo Tikka Recipe - Indian Spiced Roasted Smoked Potatoes,119.0723,2.6634,13.1064,5.5998,"salt,ginger,hung curd (greek yogurt),ghee,chaat masala powder,cloves garlic,gram flour (besan),baby potatoes,coal giving smoked flavour,mint leaves (pudina),turmeric powder,kasuri methi (dried fenugreek leaves),garam masala powder","To begin making the Tandoori Aloo Tikka Recipe, get all the ingredients prepped and ready.Into a large mixing bowl add all the ingredients for Tandoori Aloo in a bowl except the boiled potatoes and ghee and stir them well until combined.Add the boiled baby potatoes into it and allow it to marinate for 30 minutes.Heat a tablespoon of oil or ghee in a wok or a skillet, add the tandoori aloo mixture.Sauté over high heat for four to five minutes, stirring occasionally and roast the potatoes until all the marination thickens and forms a coat over the aloo.The potatoes/ aloo should be well crusted and golden brown.Once done, check the salt and spice and adjust to suit your taste of the Tandoori Aloo.
Keep this aside in the same pan.
Next step is the give the Tandoori Aloo Tikka a smoked flavour.
Place a large piece of coal on the gas flame and allow it to turn red hot.Place a katori in the center of the tandoori aloo tikka pan, place the red hot coal in the katori/ cup and spoon a little bit of ghee over the coal.
It will begin to emit smoke.
Cover the pan and allow the tandoori aloo tikka to get the smoky flavours.After about 30 seconds, remove the coal cup and the smoked Tandoori Aloo tikka is ready.Serve the Tandoori Aloo Tikka as an appetizer for parties along with Lacha Pyaz & Green chutney",Unknown
Restaurant Style Green Peas Masala Recipe,198.0235,7.7839,17.1179,10.4129,"tomato,cumin powder (jeera),coriander (dhania) leaves,cloves garlic,onion,turmeric powder,green chillies,sunflower oil,salt,cardamom (elaichi) podsseeds,garam masala powder,red chilli powder,curd,sugar,butter,cashew nuts,ginger,bay leaf (tej patta),green peas (matar),cinnamon stick (dalchini),coriander powder,cloves (laung)","To begin making Restaurant Style Green Peas Masala, we have to first cook the peas.
Pressure cook the green peas along with 2 tablespoons water for 1 whistle.
Release the pressure of the cooker immediately.
Keep the cooked peas aside.
Meanwhile, soak cashew nuts in warm water for 15 minutes.
Once the cashews have softened, add them to a mixer and grind them along with curd to make a smooth paste.In a heavy bottomed pan, heat oil on medium flame.
Once the oil is hot, reduce it to a low flame, add bay leaf, cinnamon stick, cardamom and cloves.Once the aroma of the spices start wafting in the air, add chopped garlic & ginger and sauté until the raw smell goes away.
This will take about a minute or two.Next, add onion paste, tomato puree and saute until the raw smell of onions goes away.
This will take about 5 minutes.
Then add all the dry spice powders including turmeric powder, cumin powder, coriander powder, garam masala powder, red chilli powder and salt to taste.Mix them well and add 2 tablespoons of water to the mixture to avoid burning of the spices.Once the spices are well cooked, add required water to get the required consistency of your choice.
Boil for 3 to 4 minutes.Next, add the cashew-curd mixture (paste) and stir continuously for the proper mixing of ingredients.Now ,add the cooked peas and let the Green Peas Masala cook on a low flame for 5 minutes.Finally, switch off the gas and add a dollop of butter and chopped coriander leaves on top.Serve Restaurant Style Green Peas Masala with Phulkas or Tawa Paratha along with a Cauliflower and Cucumber Raita for your everyday meals.",Unknown
Dhaba Style Dal Fry Recipe (Dhaba Style Dal Fry),130.5561,7.6949,16.9299,3.5344,"tomato,star anees,white urad dal (split),onion,green chillies,salt,coriander (dhania) leaves finely,coriander powder,arhar dal,elaichi,rye,cassia,asafoetida,red chilli powder,green chillies salted,water,large cardamom,turmeric powder,ghee,ginger garlic paste,chana dal,masoor dal,cumin seeds,yellow moong dal","To make dhaba style dal fry, first boil all the lentils.
Pour the lentils into the pressure cooker and add 1/2 teaspoon turmeric powder and salt to it.
Cook the pulses till 3 o'clock.
Once the pressure comes out, open the cooker and mix the lentils.
Keep it separately.
Heat oil in a pan.
Add asafetida, cumin seeds and mustard and let it cook for 10 seconds.
After 10 seconds, add curry leaves, big cardamom, cardamom, star anise, long and salted green chillies.
Allow to cook for 30 seconds and then add green chili and ginger garlic paste.
Let it cook for 1 minute.
After 1 minute, add onions and cook until brown.
Once brown, add tomatoes, turmeric powder, red chilli powder, coriander powder and salt.
Add some water and cook for 5 to 8 minutes.
After the masala cooks well, add the cooked lentils to it.
Allow to cook for 8 to 10 minutes, turn off the gas and garnish with green coriander.
Serve Dhaba Style Dal Fry with Sew Tomato Vegetable and Phulka for dinner.",Unknown
Pyaz Wali Bhindi Recipe | Bhindi Do Pyaza - Okra Onion Stir Fry,92.7122,1.8727,4.182,7.52,"salt,mustard oil sunflower oil,amchur (dry mango powder),bay leaf (tej patta),ajwain (carom seeds),red chilli powder,cinnamon stick (dalchini),onion,coriander (dhania) powder,bhindi (lady fingerokra),turmeric powder","To begin making Pyaz Wali Bhindi Recipe Bhindi Do Pyaza, first wash bhindi in water.
Pat dry with the kitchen towel.
To cut okra first remove the stem of the bhindi and then cut into thin strips of 4 pieces.
Keep aside until ready to use.
Heat the oil in a heavy-bottomed saucepan over medium heat.
Add the ajwain seeds and allow it to crackle.
Add the cinnamon stick, bay leaf and saute for a few seconds.
Add the thinly sliced onions, turn the heat to low and saute the onions until they soften.At this stage add in the chopped lady's finger, sprinkle salt, turmeric powder, red chilli powder, coriander powder and amchur powder.Stir until all the ingredients get well combined.
Cover the pan with the lid slightly ajar.
Keep the heat on low and let bhindi do pyaza cook until it turns soft and tender.
This process will take about 15 minutes on medium heat.Ensure to keep stirring the bhindi do pyaza a few times in between so it gets cooked evenly and towards the end you will notice the onions have slightly caramelised as well.Once done, turn off the heat and check the salt and spices and adjust to taste accordingly.Transfer the Pyaz Wali Bhindi/ Bhindi Do Pyaza to a serving bowl and serve hot.Serve the Pyaz Wali Bhindi/ Bhindi Do Pyaza Recipe along with Parathas and Kadhi Pakora for a delicious lunch or dinner.",Unknown
Whole Wheat Spinach Paratha Recipe,212.2068,6.4445,33.4909,5.3741,"salt,wheat flour,coriander (dhania) leaves,spinach leaves (palak),ajwain (carom seeds),cloves garlic,water,ghee,oil grease the pan,green chillies,sunflower oil","To begin making the Whole Wheat Spinach Paratha, blend spinach, coriander, garlic and chilies in a mixer grinder to make a paste.Add this paste to the wheat flour.
Add salt to taste, ajwain and oil to the mixture and knead together to make to a smooth dough.
Add water if required.Divide the dough into equal lemon size portions.
Take one portion and dust in dry flour.
Flatten the ball with your fingers and roll the rough into a 5 to 6 inch diameter circle.
Heat the non-stick tawa and place the rolled spinach paratha on the tawa.
Cook till small blisters appear on the surface.
Flip and cook the roti on the on the other side as well.Flip a couple of times to get the parathas browned and cooked well on both sides.
Smear ghee on top and transfer into a plate and serve.
Serve Wheat Flour Spinach Paratha with Raw Mango raita orAvocado raita or any raita of your choice.",Unknown
Coconut Jaggery Burfi Recipe,431.334,2.4455,36.5685,30.784,"jaggery,ghee,cardamom powder (elaichi),coconut","To begin making the Coconut Jaggery Burfi recipe, add ghee, grease a plate and keep aside.
Take coconut and jaggery in a pan and cook on medium flame stirring with ladle.Add cardamom powder and mix.
Keep stirring continously into the mixture starts coming together leaving sides of the pan.Remove from flame and add the coconut mixture to a greased plate.
Spread and level the surface.Allow to cool a bit.
Cut into squares when it is warm.
It becomes slightly firm when cooled.
Decorate with nuts if needed and serve.Serve Coconut Jaggery Burfi for dessert after your festive meal of Jaipuri Aloo Pyaaz ki Sabzi, Boondi Raita and Phulka.",Unknown
Jeera Aloo Sabzi (Recipe In Hindi),123.8188,1.7156,14.4656,6.4562,"turmeric powder,salt,curry leaves,oil,potatoes,green chillies,cumin seeds","To make cumin potato vegetable, first heat oil in a pan.
Add cumin and green chillies to it and let it cook for 15 seconds.
Then add potatoes, turmeric powder and curry leaves.
Add salt and cook till the potatoes turn golden.
Add green chili and lemon juice and mix.
Serve hot.
Serve the jeera aloo vegetable with dal spinach and phulka for dinner.",Unknown
Moongphali Bhindi Recipe - Okra and Peanut Stir Fry,141.8044,5.1815,5.7351,11.4339,"salt,amchur (dry mango powder),red chilli powder,peanuts (moongphali) ground,dry red chillies,onion,bhindi (lady fingerokra),coriander powder,turmeric powder,sunflower oil","To make Moongphali Bhindi Recipe, first wash and pat dry okra.
Cut okra into half lengthwise removing the stems.
Heat oil in a heavy-bottomed pan over medium heat.
Once the oil is heated, add the dry red chilies and chopped onions.
Saute the onion over medium heat till they turn golden brown in color.Now add the chopped okra along with ground peanuts, coriander powder, red chili powder, turmeric powder, and salt.
Stir to combine all the ingredients well.
Cover the pan with a lid and cook the vegetable over the low heat till it is cooked and tender.
Once the Bhindi is half way through the cooking process, open the lid and give it a gentle stir.
Place a long ladle in the Kadai and partially cover the pan and cook the bhindi until completely done.
 We keep a ladle in the Kadai so that, the pan can be slightly ajar and this will help some of the moisture escape and preventing the bhindi to become soggy and mushy.After few minutes remove the lid and check Moongphali Bhindi for doneness.
Add dry mango powder, stir to combine and cook for another minute or so.
Check the salt and spice levels, adjust to suit your taste and turn off the heat.
Transfer Moongphali Bhindi to a serving bowl and serve for a weeknight dinner or lunch Tawa Paratha or Phulka.
You can also pack this bhindi for your work lunch or kids lunch box.",Unknown
Murgh Musallam Recipe - Masala Roasted Chicken,108.5781,3.0506,6.0838,7.4321,"salt,black cardamom (badi elaichi),ginger,sunflower oil,nutmeg,cardamom (elaichi) podsseeds,red chilli powder,cloves garlic,curd,coriander (dhania) seeds,onion,cashew nuts water,cumin seeds (jeera),mace (javitri),black pepper powder,turmeric powder,cloves (laung),chicken drumstick","To begin making the Murgh Musallam Recipe , wash and clean the chicken thoroughly.
Soak cashew nuts in warm water and set aside.
 In a small skillet roast the whole spice that include- coriander seeds, cumin seeds, cardamom, cloves, black cardamom,  green cardamom, mace, nutmeg on low heat for 4-6 minutes.
Turn off the flame and allow it to cool down.Add the whole spices into a grinder along with soaked cashew nuts, ginger and garlic and grind it into a smooth paste.Heat a kadai with oil on medium flame, add onions and saute till they turn golden brown.
This will take about 6-8 minutes.
Turn off the flame and allow it to cool.
Add the onions into a mixer and grind it into a smooth paste and keep it aside.In a mixing bowl, add drumstick, ground cashew nuts mixture, onion paste and  curd and mix well into the chicken.Marinate the chicken for atleast 1 hour and keep it in the refrigerator.Heat a flat skillet with oil on medium flame, add the marinated chicken pieces and keep cooking the chicken becomes tender and soft.You can add little salt and cook for another 20 minutes.
Cover it with a lid so that the chicken gets cooked faster.Serve the  Murgh Musallam Recipe along with Pudina Dahi Chutney Recipe- Mint Yoghurt Dip and Pickled Onions Recipe along with Apple And Ginger Cocktail Recipe.",Unknown
Dal Tadka Recipe - Dal Tadka Recipe Flavored With Lemon And Coriander,426.4286,21.0,51.3429,15.2429,"turmeric powder,salt,ginger,ghee,butter,coriander,bay leaf break,lemon,green chillies,cumin seeds,yellow moong dal","To make Dal Dal Tadka Recipe, first cook the lentils with 2-1 / 2 cups water, turmeric powder, salt until they become soft.
Cook till 3 cities come and turn off the gas.
Let the pressure drain automatically.
Heat ghee in a pan.
Add cumin seeds and let it splutter.
After the cumin seeds crackle, add ginger, green chillies, bay leaves and cook for 30 seconds.
Add this tempering to the dal and mix it.
Let the boil come and add butter to it.
Turn off the gas after 3 to 4 minutes and add lemon juice and green coriander to it.
Serve Dal Tadka with Paneer Butter Masala, Gourd Raita, Cumin Rice and Phulka for dinner.",Unknown
Corn Stuffed Paratha Recipe,194.25,4.7444,29.9739,5.8482,"wheat flour,mango pickle pickle,green chilli,coriander (dhania) leaves,salt the dough,potato (aloo),water,onion,sunflower oil rolling,sweet corn","To begin making the Corn Stuffed Paratha, we have to first wash the corn and keep the potatoes cooked.
You can either pressure cook the potatoes for 2 whistles or add them to saucepan with water and boil them for 15 mins/until it is cooked.Once the potatoes are cooked, peel the skin and add them to a bowl and mash them.
Once mashed, add chopped coriander leaves, sweet corn and homemade tomato pickle.
Mix well.
Add required amount of salt and mix the mixture well.
Keep aside.
The corn stuffing is ready.
Now we have to make the dough for the paratha.
In a flat bowl add wheat flour, salt and mix.
Add water little by little and knead the dough until it is smooth and homogeneously mixed.
Apply a coating of oil on top of the ball of dough and leave it to rest for 10 minutes.Next, divide the dough into medium sized balls.
Take one ball of dough and roll it out until its about 4-5 inches diameter.
 Place one tablespoon of stuffing in the center and join the ends of the paratha dough so that the stuffing in encased in the dough.
Do the same with the rest of the dough and corn mixture.
Place a tawa on medium heat and add some oil.
Place the stuffed paratha on the tawa and cook on both sides until done.
Drizzle some oil on top of the paratha when cooking on both sides.
Take off the pan and finish the rest of the rolled out parathas.
Serve Corn Stuffed Paratha Recipe with Pisarna Manga Recipe and Homemade Curd",Unknown
Kerala Style Beetroot Pachadi (Recipe In Hindi),139.0984,2.6962,5.1149,10.2337,"turmeric,salt,ginger,coconut,mustard,curd,curry leaves,dry red chillies,oil,red chilli,spoon cumin seeds,beetroot","To make Kerala Style Beetroot Pachad, first wash and peel the beetroot.
Peel and tighten.
Pour the beetroot into the pressure cooker with some water.
Cook until 2 cities come.
Pour the given ingredients to grind and grind them in a mixer grinder.
After the beetroot is cooked, add the grinded paste and turmeric powder.
Add salt, mix and cook for 3 to 5 minutes.
Turn off the gas and keep it aside to cool.
After cooling, add it to the curd and mix well.
Now take a tempering pan.
Add mustard seeds, cumin seeds and curry leaves.
After 15 seconds, add it to the wok and mix.
Serve the beetroot pachhadi with mixed vegetable sambar and rice for the day's dinner.",Unknown
Millet Pea Khichdi (Gluten Free Breakfast Recipe),167.5374,6.4855,24.4746,4.6201,"tomato,salt,yellow moong dal (split),coriander powder,mustard seeds,asafoetida (hing),coriander (dhania) leaves,potato (aloo),green peas (matar),red chilli powder,carrot,ginger garlic paste,onion,cumin seeds (jeera),lemon,bajra flour ( pearl millet),turmeric powder,garam masala powder,sunflower oil","To prepare Bajra Matar Ki Khichdi, soak bajra in water for about 4 hours or overnight.
Soak moong dal in water for about an hour.In a Pressure cooker, add soaked bajra, moong dal, green chilies and turmeric powder.
Add 4 cups of water and cook over medium flame for 4 whistles.
Ensure water is added more to get the creamy consistency.
Bajra takes time to cook, hence cook for 4 -5 whistles depending on the pressure cooker.
Set aside.Meanwhile, chop all the vegetables required for Bajra Matar Ki Khichdi.In a Kadai, add oil and heat over medium flame.Once the oil is hot, add cumin seeds, mustard seeds, hing and cook until the seeds clutter.
Cook until the cumin seeds become light brownish.Add onions and cook until they become translucent.Add tomatoes and cook until they become mushy.Now, stir in the chopped vegetables and combine them wellAdd red chili powder, coriander powder, garam masala, required salt and cook until the vegetables become soft and cooked.Combine the vegetable mixture with the gluten free bajra-dal mixture.Combine the until they are blended together and cook over low flame for about 3-4 minutesSwitch off the flame and garnish with coriander leaves.Add lime juice to the khichdi at the time of serving.Serve Khichdi warmly with pickle of your choice.",Unknown
Tomato Garlic Chutney (Recipe In Hindi),186.2969,1.6686,5.4008,17.5992,"tomato,salt,red chilli powder,cloves garlic,mustard,oil,green chillies","To make tomato garlic chutney, firstly cut the tomatoes and peel the garlic.
Now heat oil in a pan.
Add mustard seeds and let it cook for 10 seconds.
Now add garlic and cook for 1 minute.
After 1 minute add tomatoes and cook till they become soft.
After the tomatoes are soft, add red chili powder and salt.
Mix and let it cook for 1 minute.
Turn off the gas, let it cool down a bit and then put it in the mixer grinder.
Grind it well and take out in a bowl.
Serve tomato garlic chutney with tawa paratha, besan paratha or gram flour chile.",Unknown
Mango Sago Kheer Recipe - Sabudana Kheer With Mangoes,97.4069,5.7267,12.1468,2.8491,"mango (ripe),milk,water,nylon sabakki,sugar,badam (almond) silvered,cardamom powder (elaichi)","To begin making the Mango Sago Kheer Recipe, wash and soak the nylon sabudana in water for 20 minutes.
In a pressure cooker, combine the drained sabudana along with half a cup of water and half a cup of milk, close the lid and pressure cook for 3 whistles.
Turn off the flame and allow the pressure to release naturally.
Once the pressure has released, open the cooker, add in the sugar, the remaining milk and mix the sabudana kheer well, the sugar will melt due to the residual heat.You will observe that the sabudana is well cooked and the kheer is very thick.
Mix well and place it in the fridge to cool for a couple of hours.
 If it becomes a little too thick, you can add in cream or milk and stir well to combine.While the sabudana kheer is chilling, peel the mangoes and squish them with your palms into a mixing bowl.
This will give us a chunky fresh mango puree.
To assemble the Mango Sabudana Kheer, add the chilled sabudana kheer in a shot glass or dessert glass and gradually mix in the chunky mango puree and garnish with almond slivers.
Serve Mango Sago Kheer Recipe as a dessert after your delicious meal of Maakhmi Dal, Bharli Bhendi, Jeera Rice, Palak Raita and Tawa Paratha.",Unknown
Shorshe Maach Recipe - Bengali Style Mustard Fish Curry,215.8521,14.0543,2.3774,16.3891,"salt,green chilli,mustard oil,mustard seeds,red chilli powder,water,coriander (dhania) leaves,yellow mustard seeds,lemon,turmeric powder,green chillies,seer fish hilsa fish","To begin making the Shorshe Maach Recipe (Bengali Mustard Fish Curry), firstly we will clean the fish and marinating it with turmeric powder, red chili powder and salt for about 10 minutes.For the mustard paste, soak the mustard seeds in water for about 10 minutes and grind it along with green chillies, turmeric powder to make a smooth paste.Heat the oil in a large heavy bottomed nonstick pan and place the fish and cook for 30 seconds on both the sides till it is golden.
Remove the fish and in the same oil add mustard seeds and allow it to crackle.Once it crackles, add the mustard paste and saute for a couple of minutes on medium heat until you see the mustard paste bubble.
Add the marinated fish into this and adjust the salt and chili.Cover the Shorshe Maach, turn the heat to low and cook the fish for about 10 minutes till it turns thick.Once it is done, turn off the heat and check salt and spices and adjust to suit your taste and serve.
Garnish with freshly chopped coriander leaves and serve.Serve the tangy Shorshe Maach along with Steamed Rice and a Bengali Style Shaak Bhaja for an everyday meal.",Unknown
Nagori Puri Recipe (Semolina Puri),359.6417,8.7371,47.8097,14.3602,"salt,wheat flour,ghee,water,cumin seeds (jeera),sooji (semolina rava),sunflower oil","To begin making the Nagori Puri Recipe, firstly sift wheat flour to a mixing bowl.
Add rava, salt, cumin seeds and melted ghee to it.Mix and rub everything together to make it crumbly.
Add water little by little and start kneading to make stiff dough.Divide the dough into small sized balls.
Take the balls and roll it flat into thin circles using a rolling pin.Heat oil for deep frying, once hot drop the puri and fry in medium flame until puffed up and slightly changes brown on both the sides.Remove from oil and drain excess oil in kitchen tissues.
Fry the puris one by one and serve hot.
Serve Nagori Puri along with Gujarati Lasaniya Batata and Palak Raita for a weekend lunch with your family.",Unknown
Sweet Boondi / Meethi Boondi Recipe,294.2618,4.3302,29.4052,17.696,"water,baking soda,gram flour (besan),sugar,yellow food colour,orange color,sunflower oil","To prepare Sweet Boondi/Meethi Boondi Recipe, take gram flour/besan in a sifter and sieve it.In a Mixing bowl, mix gram flour, baking soda with water.
The batter should be little thick, a bit thinner than normal bajji batter.Take a big ladle full of batter for orange color in a separate small bowl.
Add orange food color to the batter in the small bowl, yellow food color to the batter in the main bowl and mix both well separately.
This is an optional step, only if you are adding food colors.2 Slotted ladles are needed.
One for making boondi and another for draining boondi from oil.Now heat oil for deep frying.
Oil should be moderately hot.
To test, drop a pea size batter in the oil, batter should rise immediately without changing color which means oil is ready for frying boondis.Now hold one slotted ladle just over oil (neither too low nor too high).
Use another deep ladle to pour batter over slotted ladle.
Pour one ladle full of batter over the slotted ladle and spread in a circular motion by the back of the deep ladle.
The batter will fall drop by drop.Fry them till little crispy.
Drain and place them on a paper towel to absorb excess oil.Repeat the process with rest of the batter.Then make sugar syrup from 3/4 cup sugar & 1/2 cup water of 1 string consistency by bringing it to boil.
Add in cardamom powder, mix well to make syrup.Add the fried yellow and orange boondis into the syrup.
Gently toss them and mix till boondis are well coated in sugar syrup.Let this set for 1-2 hours until the sugar syrup is completely absorbed by Sweet Boondi / Meethi Boondi Recipe and the sugar in the syrup is crystallized.Store Sweet Boondi/Meethi Boondi Recipe in an air-tight container and serve as needed, as asweet munch after meals.",Unknown
Whole Moong Dal Vada Recipe,514.8129,10.1588,23.9513,42.57,"salt,ginger,chana dal (bengal gram dal),asafoetida (hing),cloves garlic,onion,green moong dal,green chillies,sunflower oil","To begin making the Whole Moong Dal Vada Recipe, soak the moong and chana dal in warm water in a bowl for at least 5 to 6 hours or overnight.
Once the dal has soaked well, drain the water and grind the dal using very little water to make a coarse thick vada batter.Transfer the Whole Moong Dal Vada batter to a mixing bowl.
Add chopped onions, chili's, ginger-garlic paste, asafoetida and salt to taste.
Mix well to combine and allow it rest for 10 minutes.Heat oil for deep frying in a deep frying pan.
Once oil is hot, make small balls of the Moong Dal Vada batter and drop in the hot oil carefully.
Deep fry the vadas on medium heat till the moong dal vadas turns golden brown and crispy .Once done, transfer the moong dal vada onto a plate with an oil absorbent paper and drain the excess oil using Serve warm.Serve the Moong Dal Vada with Coconut Chutney and Green Chutney as a evening tea time snack, for a weekend breakfast or as an appetizer for parties.",Unknown
